"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Deadlift (Barbell)",,"",0,"normal",80,3,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Deadlift (Barbell)",,"",1,"normal",80,3,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Deadlift (Barbell)",,"",2,"normal",80,3,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Deadlift (Barbell)",,"",3,"normal",80,3,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Deadlift (Barbell)",,"",4,"normal",80,5,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Overhead Press (Barbell)",,"",0,"normal",25,10,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Overhead Press (Barbell)",,"",1,"normal",25,8,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Overhead Press (Barbell)",,"",2,"normal",25,8,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Dumbbell Row",,"",0,"normal",20,15,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Dumbbell Row",,"",1,"normal",20,15,,0,
"Day D – Deadlift","6 Jan 2026, 11:23","6 Jan 2026, 12:34","","Dumbbell Row",,"",2,"normal",20,15,,0,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Face Pull",,"",0,"normal",55,10,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Face Pull",,"",1,"normal",55,10,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Face Pull",,"",2,"normal",55,10,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Bench Press (Barbell)",,"",0,"normal",40,3,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Bench Press (Barbell)",,"",1,"normal",40,3,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Bench Press (Barbell)",,"",2,"normal",40,3,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Bench Press (Barbell)",,"",3,"normal",40,3,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Bench Press (Barbell)",,"",4,"normal",40,5,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Squat (Barbell)",,"",0,"normal",45,10,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Squat (Barbell)",,"",1,"normal",45,10,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Squat (Barbell)",,"",2,"normal",45,10,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Lat Pulldown (Cable)",,"",0,"normal",35,10,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Lat Pulldown (Cable)",,"",1,"normal",35,10,,,
"Day C – Bench press","2 Jan 2026, 17:40","2 Jan 2026, 18:42","","Lat Pulldown (Cable)",,"",2,"normal",35,10,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Face Pull",,"",0,"normal",50,10,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Face Pull",,"",1,"normal",50,10,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Face Pull",,"",2,"normal",50,10,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Overhead Press (Barbell)",,"",0,"normal",32.5,3,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Overhead Press (Barbell)",,"",1,"normal",32.5,3,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Overhead Press (Barbell)",,"",2,"normal",32.5,3,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Overhead Press (Barbell)",,"",3,"normal",32.5,3,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Overhead Press (Barbell)",,"",4,"normal",32.5,4,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Deadlift (Barbell)",,"",0,"normal",60,10,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Deadlift (Barbell)",,"",1,"normal",60,10,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Deadlift (Barbell)",,"",2,"normal",60,10,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Dumbbell Row",,"",0,"normal",20,10,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Dumbbell Row",,"",1,"normal",20,10,,,
"Day B – Overhead press","31 Dec 2025, 13:14","31 Dec 2025, 13:58","","Dumbbell Row",,"",2,"normal",20,10,,,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Face Pull",,"",0,"normal",50,10,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Face Pull",,"",1,"normal",50,10,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Face Pull",,"",2,"normal",50,10,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Squat (Barbell)",,"",0,"normal",60,3,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Squat (Barbell)",,"",1,"normal",60,3,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Squat (Barbell)",,"",2,"normal",60,3,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Squat (Barbell)",,"",3,"normal",60,3,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Squat (Barbell)",,"",4,"normal",60,3,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Bench Press (Barbell)",,"",0,"normal",32.5,10,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Bench Press (Barbell)",,"",1,"normal",32.5,10,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Bench Press (Barbell)",,"",2,"normal",32.5,10,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Lat Pulldown (Cable)",,"",0,"normal",35,10,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Lat Pulldown (Cable)",,"",1,"normal",35,10,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Lat Pulldown (Cable)",,"",2,"normal",35,10,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Crunch (Machine)",,"",0,"normal",30,10,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Crunch (Machine)",,"",1,"normal",30,10,,0,
"Day A – Squat","29 Dec 2025, 13:12","29 Dec 2025, 14:24","","Crunch (Machine)",,"",2,"normal",30,10,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Face Pull",,"",0,"normal",40,10,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Face Pull",,"",1,"normal",40,10,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Face Pull",,"",2,"normal",40,10,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Deadlift (Barbell)",,"",0,"normal",70,3,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Deadlift (Barbell)",,"",1,"normal",70,3,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Deadlift (Barbell)",,"",2,"normal",70,3,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Bench Press (Barbell)",,"",0,"normal",30,10,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Bench Press (Barbell)",,"",1,"normal",30,10,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Bench Press (Barbell)",,"",2,"normal",30,10,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Lat Pulldown (Cable)",,"",0,"normal",30,10,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Lat Pulldown (Cable)",,"",1,"normal",30,10,,0,
"Afternoon workout 💪","26 Dec 2025, 16:47","26 Dec 2025, 17:39","","Lat Pulldown (Cable)",,"",2,"normal",30,10,,0,
"Day B – Overhead press","21 Nov 2025, 18:38","21 Nov 2025, 19:40","","Face Pull",,"",0,"normal",55,10,,0,
"Day B – Overhead press","21 Nov 2025, 18:38","21 Nov 2025, 19:40","","Face Pull",,"",1,"normal",55,10,,0,
"Day B – Overhead press","21 Nov 2025, 18:38","21 Nov 2025, 19:40","","Face Pull",,"",2,"normal",55,10,,0,
"Day B – Overhead press","21 Nov 2025, 18:38","21 Nov 2025, 19:40","","Overhead Press (Barbell)",,"",0,"normal",35,3,,0,
"Day B – Overhead press","21 Nov 2025, 18:38","21 Nov 2025, 19:40","","Overhead Press (Barbell)",,"",1,"normal",35,3,,0,
"Day B – Overhead press","21 Nov 2025, 18:38","21 Nov 2025, 19:40","","Overhead Press (Barbell)",,"",2,"normal",35,3,,0,
"Day B – Overhead press","21 Nov 2025, 18:38","21 Nov 2025, 19:40","","Overhead Press (Barbell)",,"",3,"normal",35,3,,0,
"Day B – Overhead press","21 Nov 2025, 18:38","21 Nov 2025, 19:40","","Overhead Press (Barbell)",,"",4,"normal",35,4,,0,
"Day B – Overhead press","21 Nov 2025, 18:38","21 Nov 2025, 19:40","","Deadlift (Barbell)",,"",0,"normal",65,10,,0,
"Day B – Overhead press","21 Nov 2025, 18:38","21 Nov 2025, 19:40","","Deadlift (Barbell)",,"",1,"normal",65,10,,0,
"Day B – Overhead press","21 Nov 2025, 18:38","21 Nov 2025, 19:40","","Deadlift (Barbell)",,"",2,"normal",65,10,,0,
"Day A – Squat","11 Nov 2025, 17:48","11 Nov 2025, 18:35","Todella voimaton olo -> huomattavasti kevyempi treeni","Face Pull",,"",0,"normal",55,10,,0,
"Day A – Squat","11 Nov 2025, 17:48","11 Nov 2025, 18:35","Todella voimaton olo -> huomattavasti kevyempi treeni","Face Pull",,"",1,"normal",55,10,,0,
"Day A – Squat","11 Nov 2025, 17:48","11 Nov 2025, 18:35","Todella voimaton olo -> huomattavasti kevyempi treeni","Face Pull",,"",2,"normal",55,10,,0,
"Day A – Squat","11 Nov 2025, 17:48","11 Nov 2025, 18:35","Todella voimaton olo -> huomattavasti kevyempi treeni","Squat (Barbell)",,"",0,"normal",60,5,,0,
"Day A – Squat","11 Nov 2025, 17:48","11 Nov 2025, 18:35","Todella voimaton olo -> huomattavasti kevyempi treeni","Squat (Barbell)",,"",1,"normal",60,5,,0,
"Day A – Squat","11 Nov 2025, 17:48","11 Nov 2025, 18:35","Todella voimaton olo -> huomattavasti kevyempi treeni","Squat (Barbell)",,"",2,"normal",60,5,,0,
"Day A – Squat","11 Nov 2025, 17:48","11 Nov 2025, 18:35","Todella voimaton olo -> huomattavasti kevyempi treeni","Squat (Barbell)",,"",3,"normal",60,5,,0,
"Day A – Squat","11 Nov 2025, 17:48","11 Nov 2025, 18:35","Todella voimaton olo -> huomattavasti kevyempi treeni","Squat (Barbell)",,"",4,"normal",60,5,,0,
"Day A – Squat","11 Nov 2025, 17:48","11 Nov 2025, 18:35","Todella voimaton olo -> huomattavasti kevyempi treeni","Lat Pulldown (Cable)",,"",0,"normal",30,15,,0,
"Day A – Squat","11 Nov 2025, 17:48","11 Nov 2025, 18:35","Todella voimaton olo -> huomattavasti kevyempi treeni","Lat Pulldown (Cable)",,"",1,"normal",30,15,,0,
"Day A – Squat","11 Nov 2025, 17:48","11 Nov 2025, 18:35","Todella voimaton olo -> huomattavasti kevyempi treeni","Lat Pulldown (Cable)",,"",2,"normal",30,15,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Face Pull",,"",0,"normal",55,10,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Face Pull",,"",1,"normal",55,10,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Face Pull",,"",2,"normal",55,10,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Deadlift (Barbell)",,"",0,"normal",90,3,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Deadlift (Barbell)",,"",1,"normal",90,3,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Deadlift (Barbell)",,"",2,"normal",90,3,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Deadlift (Barbell)",,"",3,"normal",90,3,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Deadlift (Barbell)",,"",4,"normal",90,3,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Overhead Press (Barbell)",,"",0,"normal",27.5,10,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Overhead Press (Barbell)",,"",1,"normal",27.5,10,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Overhead Press (Barbell)",,"",2,"normal",27.5,10,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Dumbbell Row",,"",0,"normal",20,15,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Dumbbell Row",,"",1,"normal",20,15,,0,
"Day D – Deadlift","5 Nov 2025, 18:34","5 Nov 2025, 19:36","","Dumbbell Row",,"",2,"normal",20,12,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Face Pull",,"",0,"normal",55,10,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Face Pull",,"",1,"normal",55,10,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Face Pull",,"",2,"normal",55,10,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Squat (Barbell)",,"",0,"normal",50,10,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Squat (Barbell)",,"",1,"normal",50,10,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Squat (Barbell)",,"",2,"normal",50,10,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Lat Pulldown (Cable)",,"",0,"normal",45,15,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Lat Pulldown (Cable)",,"",1,"normal",45,15,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Lat Pulldown (Cable)",,"",2,"normal",45,12,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Crunch (Machine)",,"",0,"normal",25,10,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Crunch (Machine)",,"",1,"normal",25,10,,0,
"Day C – Bench press","4 Nov 2025, 18:11","4 Nov 2025, 19:09","","Crunch (Machine)",,"",2,"normal",30,10,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Face Pull",,"",0,"normal",55,10,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Face Pull",,"",1,"normal",55,10,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Face Pull",,"",2,"normal",55,10,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Overhead Press (Barbell)",,"",0,"normal",40,1,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Overhead Press (Barbell)",,"",1,"normal",40,1,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Overhead Press (Barbell)",,"",2,"normal",40,1,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Overhead Press (Barbell)",,"",3,"normal",40,1,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Overhead Press (Barbell)",,"",4,"normal",40,1,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Overhead Press (Barbell)",,"",5,"normal",40,1,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Deadlift (Barbell)",,"",0,"normal",67.5,10,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Deadlift (Barbell)",,"",1,"normal",67.5,10,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Deadlift (Barbell)",,"",2,"normal",66,10,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Dumbbell Row",,"",0,"normal",20,12,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Dumbbell Row",,"",1,"normal",20,12,,0,
"Day B – Overhead press","29 Oct 2025, 18:05","29 Oct 2025, 19:04","","Dumbbell Row",,"",2,"normal",20,12,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Face Pull",,"",0,"normal",55,10,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Face Pull",,"",1,"normal",55,10,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Face Pull",,"",2,"normal",55,10,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Squat (Barbell)",,"",0,"normal",75,3,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Squat (Barbell)",,"",1,"normal",75,3,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Squat (Barbell)",,"",2,"normal",75,3,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Squat (Barbell)",,"",3,"normal",75,3,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Squat (Barbell)",,"",4,"normal",75,3,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Bench Press (Barbell)",,"",0,"normal",37.5,10,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Bench Press (Barbell)",,"",1,"normal",37.5,10,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Bench Press (Barbell)",,"",2,"normal",37.5,10,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Lat Pulldown (Cable)",,"",0,"normal",40,15,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Lat Pulldown (Cable)",,"",1,"normal",40,15,,0,
"Day A – Squat","28 Oct 2025, 18:54","28 Oct 2025, 19:52","","Lat Pulldown (Cable)",,"",2,"normal",40,15,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Face Pull",,"",0,"normal",55,10,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Face Pull",,"",1,"normal",55,10,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Face Pull",,"",2,"normal",55,10,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Deadlift (Barbell)",,"",0,"normal",85,3,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Deadlift (Barbell)",,"",1,"normal",85,3,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Deadlift (Barbell)",,"",2,"normal",85,3,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Deadlift (Barbell)",,"",3,"normal",85,3,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Deadlift (Barbell)",,"",4,"normal",85,5,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Overhead Press (Barbell)",,"",0,"normal",26,10,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Overhead Press (Barbell)",,"",1,"normal",26,10,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Overhead Press (Barbell)",,"",2,"normal",26,10,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Dumbbell Row",,"",0,"normal",20,15,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Dumbbell Row",,"",1,"normal",20,12,,0,
"Day D – Deadlift","21 Oct 2025, 17:31","21 Oct 2025, 18:41","","Dumbbell Row",,"",2,"normal",20,10,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Face Pull",,"",0,"normal",50,10,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Face Pull",,"",1,"normal",50,10,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Face Pull",,"",2,"normal",50,10,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Bench Press (Barbell)",,"",0,"normal",50,3,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Bench Press (Barbell)",,"",1,"normal",50,2,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Bench Press (Barbell)",,"",2,"normal",50,2,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Bench Press (Barbell)",,"",3,"normal",50,2,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Bench Press (Barbell)",,"",4,"normal",50,2,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Squat (Barbell)",,"",0,"normal",45,10,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Squat (Barbell)",,"",1,"normal",45,10,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Squat (Barbell)",,"",2,"normal",45,10,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Lat Pulldown (Cable)",,"",0,"normal",35,15,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Lat Pulldown (Cable)",,"",1,"normal",35,15,,0,
"Day C – Bench press","19 Oct 2025, 11:40","19 Oct 2025, 12:49","","Lat Pulldown (Cable)",,"",2,"normal",35,25,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Face Pull",,"",0,"normal",45,10,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Face Pull",,"",1,"normal",45,10,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Face Pull",,"",2,"normal",45,10,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Overhead Press (Barbell)",,"",0,"normal",37.5,3,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Overhead Press (Barbell)",,"",1,"normal",37.5,2,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Overhead Press (Barbell)",,"",2,"normal",37.5,2,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Overhead Press (Barbell)",,"",3,"normal",37.5,2,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Overhead Press (Barbell)",,"",4,"normal",37.5,3,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Deadlift (Barbell)",,"",0,"normal",65,10,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Deadlift (Barbell)",,"",1,"normal",65,10,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Deadlift (Barbell)",,"",2,"normal",65,10,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Dumbbell Row",,"",0,"normal",17.5,15,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Dumbbell Row",,"",1,"normal",17.5,15,,0,
"Day B – Overhead press","17 Oct 2025, 18:12","17 Oct 2025, 19:25","","Dumbbell Row",,"",2,"normal",17.5,25,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Face Pull",,"",0,"normal",45,15,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Face Pull",,"",1,"normal",45,15,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Face Pull",,"",2,"normal",45,15,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Squat (Barbell)",,"",0,"normal",70,3,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Squat (Barbell)",,"",1,"normal",70,3,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Squat (Barbell)",,"",2,"normal",70,3,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Squat (Barbell)",,"",3,"normal",70,3,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Squat (Barbell)",,"",4,"normal",70,5,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Bench Press (Barbell)",,"",0,"normal",36.5,10,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Bench Press (Barbell)",,"",1,"normal",36.5,10,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Bench Press (Barbell)",,"",2,"normal",36.5,10,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Pull Up (Assisted)",,"",0,"normal",35,15,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Pull Up (Assisted)",,"",1,"normal",35,15,,0,
"Day A – Squat","14 Oct 2025, 17:45","14 Oct 2025, 19:03","","Pull Up (Assisted)",,"",2,"normal",35,15,,0,
"Day D – Deadlift","7 Oct 2025, 17:56","7 Oct 2025, 18:51","","Face Pull",,"",0,"normal",40,15,,0,
"Day D – Deadlift","7 Oct 2025, 17:56","7 Oct 2025, 18:51","","Face Pull",,"",1,"normal",40,15,,0,
"Day D – Deadlift","7 Oct 2025, 17:56","7 Oct 2025, 18:51","","Face Pull",,"",2,"normal",40,15,,0,
